,cue,association,explanation,relation,WorkerId
1060,drove,car,i drove my car today to the store.,Action,4
1061,drove,car,the girl drove the car down the block,Action,6
1062,drove,car,i couldn't wait to turn 16 so i could drive a car alone.,Action,8
1063,drove,car,the girl drove the car down the block,Function,3
1064,drove,car,i drove my car today to the store.,Has-Prerequisite,7
1065,drove,car,i couldn't wait to turn 16 so i could drive a car alone.,Emotion-Evaluation,5
1066,drove,car,i couldn't wait to turn 16 so i could drive a car alone.,Function,3
1067,drove,car,the car drove really fast on the freeway.,Function,3
1068,education,school,you get an education in school.,Location,4
1069,education,school,you get an education in school.,Location,5
1070,education,school,you get an education in school.,Function,8
1071,education,school,you get an education in school.,Location,2
1072,education,teacher,you get an education from your teacher.,Has-Prerequisite,6
1073,education,teacher,you get an education from your teacher.,Function,5
1074,education,teacher,you get an education from your teacher.,Function,8
1075,education,teacher,you get an education from your teacher.,Function,2
1076,elated,relief,i can imagine being elated when i feel relief over something that i had been worried about.,Result-In,6
1077,elated,relief,i can imagine being elated when i feel relief over something that i had been worried about.,Result-In,5
1078,elated,relief,i can imagine being elated when i feel relief over something that i had been worried about.,Result-In,2
1079,elevated,high,an elevated mountain is a high place.,HasProperty,7
1080,elevated,high,the elevated floor was 6 inches high.,Synonym,8
1081,elevated,high,an elevated mountain is a high place.,HasProperty,4
1082,elevated,high,"if something is elevated, it is up high.",Synonym,4
1083,elevated,high,an elevated mountain is a high place.,Synonym,5
1084,elevated,high,"if something is elevated, it is up high.",Synonym,5
1085,elevated,high,the elevated floor was 6 inches high.,HasProperty,4
1086,elevated,high,the elevated floor was 6 inches high.,HasProperty,5
1087,elevated,high,the elevated floor was 6 inches high.,Synonym,3
1088,elevated,high,"if something is elevated, it is up high.",Synonym,8
1089,elevated,high,"if something is elevated, it is up high.",Synonym,3
1090,elevated,high,an elevated mountain is a high place.,Synonym,3
1091,eliminate,gone,"if something is eliminated, it is gone from the setting.",Result-In,10
1092,eliminate,gone,"if something is eliminated, it is gone from the setting.",Result-In,9
1093,eliminate,gone,"if something is eliminated, it is gone from the setting.",Result-In,2
1094,eliminate,gone,"if something is eliminated, it is gone from the setting.",Synonym,4
1095,eliminate,gone,"if something is eliminated, it is gone from the setting.",Synonym,5
1096,eliminate,gone,"if something is eliminated, it is gone from the setting.",Result-In,7
1097,emergency,ambulance,"if you have an emergency, you need to call an ambulance.",Result-In,4
1098,emergency,ambulance,"if you have an emergency, you need to call an ambulance.",Result-In,5
1099,emergency,ambulance,"if you have an emergency, you need to call an ambulance.",Thematic,2
1100,emergency,ambulance,"if you have an emergency, you need to call an ambulance.",Result-In,7
1101,enjoy,movie,she enjoys watching movies with her boyfriend.,Emotion-Evaluation,2
1102,enjoy,movie,she enjoys watching movies with her boyfriend.,Action,4
1103,enjoy,music,i enjoy listening to my favorite music.,Action,4
1104,enjoy,music,i enjoy listening to my favorite music.,Action,8
1105,enjoy,music,i enjoy listening to my favorite music.,Emotion-Evaluation,5
1106,enjoy,music,i enjoy listening to my favorite music.,Emotion-Evaluation,3
1107,evidence,helpful,evidence is helpful to solve a crime.,Result-In,7
1108,evidence,helpful,evidence is helpful to solve a crime.,HasProperty,4
1109,evidence,helpful,evidence is helpful to solve a crime.,HasProperty,2
1110,evidence,helpful,evidence is helpful to solve a crime.,Function,5
1111,evidence,police,police had the evidence to arrest the thief.,Thematic,10
1112,evidence,police,police had the evidence to arrest the thief.,Thematic,9
1113,evidence,police,police had the evidence to arrest the thief.,Thematic,8
1114,evidence,police,police find the evidence in the crime place.,Action,4
1115,evidence,police,the police collate the evidence,Action,4
1116,evidence,police,police had the evidence to arrest the thief.,Action,4
1117,evidence,police,police had the evidence to arrest the thief.,Has-Prerequisite,5
1118,evidence,police,the police collate the evidence,Action,5
1119,evidence,police,the police collate the evidence,Action,8
1120,evidence,police,police find the evidence in the crime place.,Action,3
1121,evidence,police,police find the evidence in the crime place.,Result-In,7
1122,evidence,police,the police collate the evidence,Action,3
1123,evidence,police,police find the evidence in the crime place.,Action,5
1124,evidence,proof,evidence is proof of an occurrence of a crime.,Synonym,10
1125,evidence,proof,evidence is proof of an occurrence of a crime.,Synonym,9
1126,evidence,proof,evidence is proof of an occurrence of a crime.,Thematic,6
1127,evidence,proof,evidence is proof of an occurrence of a crime.,Function,5
1128,evidence,proof,evidence is proof of an occurrence of a crime.,Has-Prerequisite,3
1129,exceed,expectations,exceeding is going beyond expectations.,Synonym,10
1130,exceed,expectations,"if a stock does better than analysts had predicted, it has exceeded expectations.",Common-Phrase,10
1131,exceed,expectations,she was a great fit who exceeded expectations.,Common-Phrase,10
1132,exceed,expectations,exceeding is going beyond expectations.,Synonym,9
1133,exceed,expectations,"if a stock does better than analysts had predicted, it has exceeded expectations.",Category-Exemplar-Pairs,9
1134,exceed,expectations,she was a great fit who exceeded expectations.,Common-Phrase,9
1135,exceed,expectations,"if a stock does better than analysts had predicted, it has exceeded expectations.",Has-Prerequisite,8
1136,exceed,expectations,exceeding is going beyond expectations.,Has-Prerequisite,8
1137,exceed,expectations,she was a great fit who exceeded expectations.,Action,5
1138,exceed,expectations,exceeding is going beyond expectations.,Common-Phrase,6
1139,exceed,expectations,"if a stock does better than analysts had predicted, it has exceeded expectations.",Action,6
1140,exceed,expectations,she was a great fit who exceeded expectations.,Common-Phrase,6
1141,exceed,expectations,she was a great fit who exceeded expectations.,Has-Prerequisite,8
1142,exceed,expectations,she was a great fit who exceeded expectations.,Common-Phrase,3
1143,exceed,expectations,exceeding is going beyond expectations.,Action,3
1144,exceed,expectations,"if a stock does better than analysts had predicted, it has exceeded expectations.",Common-Phrase,5
1145,exceed,expectations,exceeding is going beyond expectations.,Result-In,5
1146,exceed,speed,"when a driver gets caught exceeding the speed limit, they get a ticket.",Action,10
1147,exceed,speed,"when a driver gets caught exceeding the speed limit, they get a ticket.",Action,9
1148,exceed,speed,"when a driver gets caught exceeding the speed limit, they get a ticket.",Result-In,7
1149,exceed,speed,"when a driver gets caught exceeding the speed limit, they get a ticket.",Action,4
1150,exceed,speed,"when a driver gets caught exceeding the speed limit, they get a ticket.",Action,3
1151,excellent,perfect,the closest to excellent is perfect,Synonym,6
1152,excellent,perfect,the closest to excellent is perfect,Synonym,7
1153,excellent,perfect,the closest to excellent is perfect,Category-Exemplar-Pairs,5
1154,excellent,perfect,the closest to excellent is perfect,Synonym,3
1155,faithful,committed,being faithful in a relationship involves being committed to the other person.,Members-of-the-same-Category,10
1156,faithful,committed,being faithful in a relationship involves being committed to the other person.,Members-of-the-same-Category,9
1157,faithful,committed,being faithful in a relationship involves being committed to the other person.,Members-of-the-same-Category,8
1158,faithful,committed,being faithful in a relationship involves being committed to the other person.,Thematic,6
1159,faithful,committed,being faithful in a relationship involves being committed to the other person.,PartOf,5
1160,faithful,committed,being faithful in a relationship involves being committed to the other person.,Synonym,2
1161,faithful,respect,i do my best to show my friends that i respect and am faithful to them.,Members-of-the-same-Category,10
1162,faithful,respect,i do my best to show my friends that i respect and am faithful to them.,Members-of-the-same-Category,9
1163,faithful,respect,i do my best to show my friends that i respect and am faithful to them.,Has-Prerequisite,6
1164,faithful,respect,i do my best to show my friends that i respect and am faithful to them.,Action,5
1165,faithful,respect,i do my best to show my friends that i respect and am faithful to them.,Thematic,2
1166,fancy,feast,fancy feast is a brand name of cat food.,Common-Phrase,4
1167,fancy,feast,fancy feast is a brand name of cat food.,Common-Phrase,3
1168,fancy,feast,fancy feast is a brand name of cat food.,Common-Phrase,5
1169,fancy,feast,fancy feast is a brand name of cat food.,Common-Phrase,8
1170,fantasy,movie,toy story is an example of a fantasy movie.,Common-Phrase,8
1171,fantasy,movie,toy story is an example of a fantasy movie.,Common-Phrase,4
1172,fantasy,movie,toy story is an example of a fantasy movie.,Common-Phrase,5
1173,fantasy,movie,toy story is an example of a fantasy movie.,Category-Exemplar-Pairs,2
1174,fatherly,figure,the boy saw his uncle as a fatherly figure,Common-Phrase,4
1175,fatherly,figure,my life would benefit greatly from the influence of a healthy fatherly figure,Common-Phrase,4
1176,fatherly,figure,my life would benefit greatly from the influence of a healthy fatherly figure,Common-Phrase,3
1177,fatherly,figure,my life would benefit greatly from the influence of a healthy fatherly figure,Common-Phrase,5
